model,turn,index_mean,index_sem,final_score_mean,final_score_sem,final_non_zero_score_mean,final_non_zero_score_sem,bombout_score_mean,bombout_score_sem,action_is_hint_mean,action_is_hint_sem,action_is_hint_colour_mean,action_is_hint_colour_sem,action_is_hint_rank_mean,action_is_hint_rank_sem,action_is_play_mean,action_is_play_sem,action_is_discard_mean,action_is_discard_sem,action_trigger_bomb_mean,action_trigger_bomb_sem,played_card_knowledge_mean,played_card_knowledge_sem,known_unplayable_play_mean,known_unplayable_play_sem,terminal_mean,terminal_sem,terminal_bombout_mean,terminal_bombout_sem,player_caused_bombout_mean,player_caused_bombout_sem,partner_caused_bombout_mean,partner_caused_bombout_sem,partner_trigger_bomb_mean_sem,partner_trigger_bomb
sba_sad_six_1_4_6_7_10_12,35,312710.9137319562,1026.439301345952,0.07253886010362694,0.05322715236089211,8.652849740932643,0.15754458794000603,8.580310880829016,0.1687322226728889,0.14226605276256843,0.0019484251926982208,0.011635141861622698,0.0005981378495129372,0.13063091090094575,0.0018796711284021022,0.14646590343454455,0.0019721298229336813,0.19602414136386262,0.0022142827667634857,0.011106271777003485,0.0005845420461642604,0.5737731146666529,0.0038225361181146045,0.017629566694987255,0.0019181667626031254,0.006004230960676954,0.0004309012545962699,0.9896373056994818,0.007308424386792209,0.3247422680412371,0.03370742199205724,0.6752577319587629,0.033707421992057236,0.01767048282727725,0.0007348684478367865
sba_sad_six_1_4_6_7_10_12,36,313071.24572000874,1030.1520883227233,0.27071823204419887,0.11159522007661553,9.0,0.1492769559457428,8.7292817679558,0.18996743013707976,0.15154455259616287,0.002006084650162571,0.014803918500203437,0.0006756382827486743,0.13674063409595943,0.0019221355582578115,0.15182623392069106,0.002007614835449386,0.2109167162217145,0.002282346039523875,0.011298550906074928,0.0005913008828581172,0.565839436886649,0.0036643867372308076,0.015254586683158112,0.001759913556234906,0.005664924415511251,0.0004198827262637034,0.9668508287292817,0.01334380915855381,0.34806629834254144,0.03550556687968978,0.6519337016574586,0.03550556687968978,0.015273387374417077,0.000686104218633851
sba_sad_six_1_4_6_7_10_12,37,313336.193043752,1033.4646203722941,0.09644670050761421,0.05916638188291008,9.040609137055837,0.14640934687854423,8.944162436548224,0.16351585126997586,0.1419578218445074,0.001958088016462099,0.012464589235127478,0.0006224630149069399,0.12949323260937992,0.0018836830930270344,0.14614416115832546,0.0019818977214817726,0.19666351904312243,0.0022300206028129607,0.009505823103556814,0.0005444011764872544,0.5876220653121221,0.003879818664716649,0.013784191255653673,0.0017112917514719727,0.006200818382121498,0.00044042508895305265,0.9847715736040609,0.00874716322104048,0.28426395939086296,0.0322187960718246,0.7157360406091371,0.0322187960718246,0.016336166194523136,0.0007112080295956537
sba_sad_six_1_4_6_7_10_12,38,313546.0962531277,1037.3438450204603,0.12234042553191489,0.07038937472924672,9.292553191489361,0.15055833192330542,9.170212765957446,0.17237153625102739,0.14810122573084597,0.0019990436446188243,0.012922433725018211,0.0006356188240491646,0.13517879200582777,0.001924271728134242,0.15582934786051372,0.0020412147802793845,0.21005289329490387,0.002292515566577391,0.010642004244132645,0.0005774806023782649,0.5772097057481183,0.0037577226203015265,0.018292682926829267,0.0019106947312964632,0.005954454755645646,0.00043298524247567256,0.9840425531914894,0.009163636196484436,0.3473684210526316,0.03463365347393424,0.6526315789473685,0.03463365347393424,0.014949482152472049,0.000682953726819185
sba_sad_six_1_4_6_7_10_12,39,313774.45059741917,1040.8519493362132,0.1534090909090909,0.08843112268465218,9.693181818181818,0.15198169513218968,9.539772727272727,0.1788964721753581,0.14229727576867932,0.001972025561798597,0.012967978333598853,0.000638627494085922,0.12932929743508045,0.001894180132493161,0.14487812649354787,0.00198683257043111,0.19786522223992353,0.0022488177429508096,0.00959056874303011,0.0005501427795987736,0.5886743489316146,0.003872286463827506,0.014734990103364856,0.0017870501424466785,0.005607774414529234,0.00042152174162117414,0.9829545454545454,0.009784800757090675,0.3068181818181818,0.03486142240553237,0.6931818181818182,0.03486142240553237,0.015485104349211408,0.0006969699699899921
sba_sad_six_1_4_6_7_10_12,40,314145.716043449,1044.1031464412251,0.22842639593908629,0.10238035242816654,9.761421319796954,0.14922247481985296,9.532994923857869,0.18440686756521305,0.1471690858406229,0.0020054267092065635,0.013553782562722291,0.0006545366876448592,0.1336153032779006,0.0019259744369160055,0.15796725303598322,0.002064500798727,0.20881796917555834,0.0023008545894936945,0.010990419430292544,0.0005901663102424186,0.5866343369537447,0.003780592557301494,0.018661257606490872,0.0019275272092578932,0.006312281713608254,0.0004483169704976113,0.9746192893401016,0.011234179394365237,0.36082474226804123,0.034568415878492444,0.6391752577319587,0.034568415878492444,0.01544426287288923,0.0006980246788117669
sba_sad_six_1_4_6_7_10_12,41,314445.87817618984,1047.8590853666326,0.10891089108910891,0.07681981954895625,10.306930693069306,0.13761984643446687,10.198019801980198,0.15520771312377638,0.1449116471043467,0.0019989376885763614,0.014026828324519541,0.0006678122854355852,0.13088481877982716,0.0019152497773093989,0.14920030955759062,0.0020232084873918867,0.19092609312524184,0.002231869796312905,0.010737778924287372,0.000585268372362297,0.5943570445497608,0.003911832254970853,0.015128593040847202,0.0017946766839169114,0.006513607635753902,0.00045680818097813033,0.9900990099009901,0.006983619958996022,0.30392156862745096,0.03228210387037892,0.696078431372549,0.03228210387037892,0.017122404230620406,0.0007366720713262684
sba_sad_six_1_4_6_7_10_12,42,314731.66325868224,1051.9611797193054,0.1787709497206704,0.10455079349455967,10.22905027932961,0.16077703268350407,10.050279329608939,0.18736596163386196,0.14943200259655956,0.002031129090931626,0.013794222654982148,0.0006644978589395654,0.1356377799415774,0.001950740153485702,0.16059720869847452,0.00209177707860525,0.20376501135994807,0.0022948094745258714,0.011230120090879585,0.0006003451595094242,0.5991251927061894,0.003790604030537935,0.016370250606305578,0.0018041495586441812,0.005809802012333658,0.0004329887411804147,0.9832402234636871,0.009621746911736727,0.2967032967032967,0.033954019154337316,0.7032967032967034,0.033954019154337316,0.01486530347289841,0.0006894390786438753
sba_sad_six_1_4_6_7_10_12,43,315015.4534621788,1055.5684816181272,0.3284313725490196,0.13430611085178562,10.372549019607844,0.1375650206293324,10.044117647058824,0.18271981023909856,0.1441350266070321,0.002006845294236478,0.01172015278639287,0.0006149405160113771,0.1324148738206392,0.0019366490897315934,0.1511214129476674,0.0020465025666609703,0.18970977114687734,0.0022402250676762676,0.00963076621723091,0.0005580273590435063,0.6116865300387305,0.003914892057459053,0.014906027219701879,0.0017812427544456706,0.006659919689203748,0.0004647399182418939,0.9705882352941176,0.011858507536737412,0.295,0.03232801420614266,0.705,0.03232801420614266,0.015866279259573634,0.0007139883162698534
sba_sad_six_1_4_6_7_10_12,44,315355.61113484734,1059.495773706325,0.05056179775280899,0.05056179775280897,11.140449438202246,0.16877879261572812,11.089887640449438,0.17962643809802886,0.1522989450159398,0.0020599058873182166,0.01314621881881224,0.0006529868007594694,0.13915272619712754,0.0019842047426674807,0.16468925625267034,0.002126347482477064,0.19673316462352516,0.0022790102413762113,0.011897328031025077,0.0006215890058199919,0.599283818804535,0.003764399801947583,0.01935741368988226,0.0019465258588536266,0.005850067374371447,0.0004372038192720869,0.9943820224719101,0.0056179775280898875,0.29508196721311475,0.033806869046370196,0.7049180327868853,0.033806869046370196,0.016301311335327178,0.0007259720267940747
sba_sad_six_1_4_6_7_10_12,45,315549.47684220964,1063.2049353424948,0.384180790960452,0.15659157130775522,10.836158192090396,0.16675478418895331,10.451977401129943,0.22117038566173314,0.14317828688551687,0.0020138887717528592,0.014215345961849979,0.0006806461795976995,0.1289629409236669,0.001927091999752138,0.15871599061125988,0.0021010351925752953,0.18314655029918345,0.0022239402396474193,0.009752388508711032,0.000565039835269944,0.6183534653861618,0.003864465517897205,0.015205165590501979,0.00176623236779754,0.005851433105226619,0.00043853921558689317,0.9661016949152542,0.013640933135304912,0.2824858757062147,0.033935735198773784,0.7175141242937854,0.033935735198773784,0.014612053291017885,0.0006899393486877718
sba_sad_six_1_4_6_7_10_12,46,315958.8774275073,1066.6442958588807,0.178743961352657,0.10299971487913655,11.27536231884058,0.15566656617052282,11.096618357487923,0.18132834548667373,0.15236765097100294,0.002072412543007497,0.0138999733971801,0.0006751395259941728,0.13846767757382283,0.0019917556444193573,0.16783054003724396,0.0021551001017756006,0.19356876828943867,0.0022783863885823177,0.0111731843575419,0.0006061424006933805,0.6191849986392778,0.003766143397166454,0.01723796314642362,0.0018322871536507724,0.006883479648842778,0.0004767933442054368,0.9855072463768116,0.008326677712403823,0.3106796116504854,0.032321388414635006,0.6893203883495146,0.03232138841463501,0.015130353817504655,0.0007039470332735792
sba_sad_six_1_4_6_7_10_12,47,316221.0095764273,1070.9483537814417,0.0663265306122449,0.0663265306122449,11.41326530612245,0.1706886895308359,11.346938775510203,0.18015112000881883,0.15010882303699982,0.002066858673875436,0.014297672861208774,0.0006869602065187583,0.13581115017579107,0.001982430881881426,0.15630336514314414,0.0021013739015013034,0.17840281265695632,0.00221542132605143,0.009676879290138959,0.0005664768059237556,0.6293613615133755,0.0039732174384636745,0.015638389031705228,0.0018161613958011863,0.006562866231374519,0.0004672431922636263,0.9948979591836735,0.005102040816326529,0.28,0.03182868716477583,0.72,0.03182868716477584,0.015168257157207434,0.0007072531201948292
sba_sad_six_1_4_6_7_10_12,48,316340.61053624994,1075.1012533942933,0.26291079812206575,0.1172964597012059,11.507042253521126,0.15953189650858418,11.244131455399062,0.19894893696146845,0.15683036165694833,0.0021111953304517772,0.015133641174289662,0.0007087877982051511,0.14169672048265866,0.0020246788685951192,0.171222488118912,0.0021870325454913745,0.18581684586605549,0.002258184712398358,0.01115642589908659,0.0006097926779043644,0.6287109531938854,0.0037920378075245965,0.014763779527559055,0.001692309739586659,0.007179210623883514,0.0004901507184529747,0.9765258215962441,0.010398462638553764,0.32547169811320753,0.032256368770497916,0.6745283018867925,0.032256368770497916,0.016920017526711382,0.0007487738962923876
sba_sad_six_1_4_6_7_10_12,49,316513.11447582836,1079.8488488256664,0.0,0.0,11.609865470852018,0.1650769513590498,11.609865470852018,0.1650769513590498,0.15212520369364477,0.002092603443832366,0.014564095600217273,0.000698033776596742,0.13756110809342748,0.002006931204957937,0.15996740901683867,0.002135916691818129,0.17266431287343834,0.0022022299151845995,0.009607550244432373,0.0005683691262562672,0.6385255677899083,0.003967403930428792,0.01697792869269949,0.001882207219797076,0.007570613796849538,0.0005050517032979805,1.0,0.0,0.2831858407079646,0.030036394245092288,0.7168141592920354,0.030036394245092288,0.017144215100488865,0.0007563523995260316
sba_sad_six_1_4_6_7_10_12,50,316681.29709574796,1084.4247327868377,0.21518987341772153,0.10846537619281328,12.248945147679326,0.1667012892033242,12.033755274261603,0.19485855254425138,0.16245339171484283,0.0021574444317987683,0.018506482400027367,0.0007882725294197569,0.14394690931481544,0.002053157458446993,0.17353675640543223,0.0022150230225311904,0.1777443300379708,0.002236001298180299,0.011391235931994663,0.0006206809076594942,0.6392370142055855,0.003800872751423408,0.01596688350088705,0.001760051246081216,0.008107276023671877,0.0005244940514056401,0.9831223628691983,0.00838501045947082,0.35714285714285715,0.031124619309328205,0.6428571428571429,0.031124619309328205,0.015872472890226797,0.0007310022636593489
sba_sad_six_1_4_6_7_10_12,51,316968.97575527657,1089.717449645596,0.37745098039215685,0.15398504678126207,12.348039215686274,0.1743119392656077,11.970588235294118,0.2262490433351245,0.15650434542695543,0.0021337477122459893,0.018761208442543798,0.0007968126170075971,0.13774313698441165,0.002023912618305396,0.16278107325148297,0.0021680031860872827,0.16571251207063042,0.002183604391782716,0.009587529314388192,0.0005722685061935786,0.6566898711199352,0.004012538970706712,0.015677966101694914,0.001808374920140328,0.007035453165953925,0.0004908528906493171,0.9705882352941176,0.011858507536737404,0.24019607843137256,0.02998373305591363,0.7598039215686274,0.029983733055913623,0.01751965788384605,0.0007704832270880208
