model,turn,index_mean,index_sem,final_score_mean,final_score_sem,final_non_zero_score_mean,final_non_zero_score_sem,bombout_score_mean,bombout_score_sem,action_is_hint_mean,action_is_hint_sem,action_is_hint_colour_mean,action_is_hint_colour_sem,action_is_hint_rank_mean,action_is_hint_rank_sem,action_is_play_mean,action_is_play_sem,action_is_discard_mean,action_is_discard_sem,action_is_INVALID_mean,action_is_INVALID_sem,action_trigger_bomb_mean,action_trigger_bomb_sem,played_card_knowledge_mean,played_card_knowledge_sem,known_unplayable_play_mean,known_unplayable_play_sem,terminal_mean,terminal_sem,terminal_bombout_mean,terminal_bombout_sem,player_caused_bombout_mean,player_caused_bombout_sem,partner_caused_bombout_mean,partner_caused_bombout_sem,partner_trigger_bomb_mean,partner_trigger_bomb_sem
br_sad_six_2_3_5_6_12_13,67,292717.70973358874,2330.2271382356557,21.49184549356223,0.07997960821462113,21.92403433476395,0.04396588385985444,0.43218884120171674,0.05926783841140935,0.2533519066689883,0.005739690499646041,0.07382900922862615,0.0034508613714508115,0.17952289744036218,0.005064791401008844,0.47745080968135123,0.006591682984839175,0.26919728364966045,0.005853340910355045,0.0,0.0,0.045272505659063204,0.0027436290119238504,0.7352963328404987,0.0063425188068858,0.055433989788475566,0.004370687015248665,0.4057113007139126,0.006480010271756675,0.02317596566523605,0.0031177575779086923,0.7580645161290323,0.05483248790412075,0.24193548387096775,0.05483248790412075,0.005572000696500087,0.0009823373544466205
br_sad_six_2_3_5_6_12_13,68,294739.86369047617,3053.688086210304,20.72056239015817,0.08191717913594522,21.01933216168717,0.05265599639796912,0.29876977152899825,0.05761740286823898,0.23333333333333334,0.007297711347854807,0.08035714285714286,0.00469047518300518,0.1529761904761905,0.006210902734601385,0.4666666666666667,0.00860791069265203,0.3,0.007906870855666789,0.0,0.0,0.04375,0.0035291470193422386,0.7248175331743016,0.008381938156234744,0.04846938775510204,0.005425136266819427,0.5080357142857143,0.008625989159719703,0.015817223198594025,0.0030207409874167834,0.8,0.07427813527082075,0.2,0.07427813527082074,0.003869047619047619,0.0010711622356814555
br_sad_six_2_3_5_6_12_13,69,275288.5422116528,4208.643701844825,19.284246575342465,0.13181567415902545,19.699771689497716,0.08376371540652716,0.4155251141552511,0.0891998851751554,0.22651605231866825,0.010209190035950225,0.06480380499405469,0.006004374364777876,0.16171224732461356,0.008980161769556183,0.4589774078478002,0.012154007447968728,0.3145065398335315,0.011324854774108687,0.0,0.0,0.06480380499405469,0.006004374364777879,0.6992767719465062,0.012704271186496412,0.06347150259067358,0.00878056979363244,0.5208085612366231,0.012184556490999934,0.02511415525114155,0.0052897134091596625,0.8695652173913043,0.07180198468215396,0.13043478260869565,0.07180198468215396,0.0023781212841854932,0.0011879991385553808
br_sad_six_2_3_5_6_12_13,70,272557.22152690863,5966.847541706612,17.626423690205012,0.1551870858545605,17.87015945330296,0.11401601648658088,0.2437357630979499,0.09237924850238985,0.2227784730913642,0.014730163800413866,0.08886107634543179,0.010072717155636186,0.13391739674593242,0.012055818778060242,0.41802252816020025,0.0174602912939222,0.3591989987484355,0.016983519877421256,0.0,0.0,0.05006257822277847,0.007719739733921214,0.7032518319919437,0.019058082781843753,0.0658682634730539,0.01359314826300349,0.5494367959949937,0.017613079100221606,0.015945330296127564,0.005985346783092,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0025031289111389237,0.001768870069932268
br_sad_six_2_3_5_6_12_13,71,257476.5750577367,7836.652408477167,15.553990610328638,0.27490764230679476,16.051643192488264,0.18301226071988336,0.49765258215962443,0.1759053889753284,0.2863741339491917,0.021750052647554533,0.11316397228637413,0.015241716607562222,0.17321016166281755,0.01820716698270257,0.39260969976905313,0.02349484396826893,0.3210161662817552,0.0224621485765457,0.0,0.0,0.06235565819861432,0.011633626835802473,0.7025280126315706,0.027440292191320135,0.06470588235294118,0.01892355082925474,0.49191685912240185,0.024053117474931482,0.03755868544600939,0.013057931623024766,1.0,0.0,0.0,0.0,0.0,0.0
br_sad_six_2_3_5_6_12_13,72,241263.68844221105,11240.573888073919,14.368932038834952,0.27937213444355474,14.495145631067961,0.241699746874131,0.1262135922330097,0.12621359223300974,0.2562814070351759,0.031026320485108748,0.11055276381909548,0.022284982739782355,0.1457286432160804,0.025074817920573273,0.36180904522613067,0.034149349640988154,0.38190954773869346,0.034528179465409925,0.0,0.0,0.04522613065326633,0.014767683759931123,0.7178626562365227,0.039512117402209175,0.027777777777777776,0.019503041597205818,0.5175879396984925,0.03551146239597602,0.009708737864077669,0.00970873786407767,1.0,,0.0,,0.0,0.0
br_sad_six_2_3_5_6_12_13,73,219177.42222222223,12762.711903954234,12.647058823529411,0.32374882814242983,12.779411764705882,0.26900589945201697,0.1323529411764706,0.1323529411764706,0.34814814814814815,0.04115324610336955,0.11851851851851852,0.027922050250639003,0.22962962962962963,0.03633384414073468,0.23703703703703705,0.03673731683969511,0.4148148148148148,0.04256193767901412,0.0,0.0,0.037037037037037035,0.016314377626726044,0.7138888901099563,0.0643377754189931,0.0625,0.04347552147751578,0.5037037037037037,0.04319223625811333,0.014705882352941176,0.014705882352941178,1.0,,0.0,,0.0,0.0
br_sad_six_2_3_5_6_12_13,74,225562.2857142857,16356.21798579418,11.833333333333334,0.5186980037050645,12.222222222222221,0.3966348748986787,0.3888888888888889,0.3888888888888889,0.37142857142857144,0.05816884316617731,0.11428571428571428,0.0383017178628478,0.2571428571428571,0.052615698346701545,0.35714285714285715,0.05768377522051772,0.2714285714285714,0.053535184426749045,0.0,0.0,0.08571428571428572,0.03370101854969077,0.7134920641779899,0.07046975498864594,0.04,0.04,0.5142857142857142,0.0601683529854029,0.027777777777777776,0.027777777777777776,1.0,,0.0,,0.0,0.0
br_sad_six_2_3_5_6_12_13,75,210267.82352941178,23728.045727104804,9.956521739130435,0.38488364275035075,9.956521739130435,0.38488364275035075,0.0,0.0,0.4117647058823529,0.08567283308875519,0.029411764705882353,0.029411764705882353,0.38235294117647056,0.08459514448960627,0.29411764705882354,0.07931763087802847,0.29411764705882354,0.07931763087802847,0.0,0.0,0.029411764705882353,0.029411764705882353,0.7444444455206394,0.10961961869548097,0.0,0.0,0.6764705882352942,0.08143748885213799,0.0,0.0,,,,,0.0,0.0
br_sad_six_2_3_5_6_12_13,76,203926.4,28121.571415851606,9.11111111111111,1.1837375418145843,10.222222222222221,0.32394177193585,1.1111111111111112,1.1111111111111112,0.4,0.11239029738980327,0.05,0.049999999999999996,0.35,0.10942433098048313,0.3,0.10513149660756935,0.3,0.10513149660756936,0.0,0.0,0.1,0.06882472016116851,0.8611111144224802,0.09043789077664345,0.0,0.0,0.45,0.11413288653790231,0.1111111111111111,0.11111111111111112,1.0,,0.0,,0.0,0.0
br_sad_six_2_3_5_6_12_13,77,178941.66666666666,49170.968872338126,8.75,0.478713553878169,8.75,0.478713553878169,0.0,0.0,0.5,0.22360679774997896,0.0,0.0,0.5,0.22360679774997896,0.16666666666666666,0.16666666666666669,0.3333333333333333,0.21081851067789195,0.0,0.0,0.16666666666666666,0.16666666666666669,0.0,,1.0,,0.6666666666666666,0.210818510677892,0.0,0.0,,,,,0.0,0.0
